VAR,Variable,UNIT,Measure,COU,Country,YEA,Year,Value,Flag Codes,Flags
EVIEFE65,Females at age 65,EVIDUREV,Years,CHE,Switzerland,2014,2014,22.7,,
EVIEFE65,Females at age 65,EVIDUREV,Years,CHE,Switzerland,2015,2015,22.4,,
EVIEFE65,Females at age 65,EVIDUREV,Years,CHE,Switzerland,2016,2016,22.9,,
EVIEFE65,Females at age 65,EVIDUREV,Years,CHE,Switzerland,2017,2017,22.8,,
EVIEFE65,Females at age 65,EVIDUREV,Years,CHE,Switzerland,2018,2018,23.0,,
EVIEFE65,Females at age 65,EVIDUREV,Years,CHE,Switzerland,2019,2019,23.0,,
EVIEFE65,Females at age 65,EVIDUREV,Years,CHE,Switzerland,2020,2020,22.2,,
EVIEFE65,Females at age 65,EVIDUREV,Years,CHE,Switzerland,2021,2021,23.0,,
EVIEFE80,Females at age 80,EVIDUREV,Years,CHE,Switzerland,2010,2010,10.6,,
EVIEFE80,Females at age 80,EVIDUREV,Years,CHE,Switzerland,2011,2011,10.6,B,Break
EVIEFE80,Females at age 80,EVIDUREV,Years,CHE,Switzerland,2012,2012,10.3,,
EVIEFE80,Females at age 80,EVIDUREV,Years,CHE,Switzerland,2013,2013,10.4,,
EVIEFE80,Females at age 80,EVIDUREV,Years,CHE,Switzerland,2014,2014,10.7,,
EVIEFE80,Females at age 80,EVIDUREV,Years,CHE,Switzerland,2015,2015,10.3,,
EVIEFE80,Females at age 80,EVIDUREV,Years,CHE,Switzerland,2016,2016,10.8,,
EVIEFE80,Females at age 80,EVIDUREV,Years,CHE,Switzerland,2017,2017,10.7,,
EVIEFE80,Females at age 80,EVIDUREV,Years,CHE,Switzerland,2018,2018,10.8,,
EVIEFE80,Females at age 80,EVIDUREV,Years,CHE,Switzerland,2019,2019,10.9,,
EVIEFE80,Females at age 80,EVIDUREV,Years,CHE,Switzerland,2020,2020,10.1,,
EVIEFE80,Females at age 80,EVIDUREV,Years,CHE,Switzerland,2021,2021,10.9,,
EVIEHO00,Males at birth,EVIDUREV,Years,CHE,Switzerland,2010,2010,80.3,,
EVIEHO00,Males at birth,EVIDUREV,Years,CHE,Switzerland,2011,2011,80.5,B,Break
EVIEHO00,Males at birth,EVIDUREV,Years,CHE,Switzerland,2012,2012,80.6,,
EVIEHO00,Males at birth,EVIDUREV,Years,CHE,Switzerland,2013,2013,80.7,,
EVIEHO00,Males at birth,EVIDUREV,Years,CHE,Switzerland,2014,2014,81.1,,
EVIEHO00,Males at birth,EVIDUREV,Years,CHE,Switzerland,2015,2015,80.8,,
EVIEHO00,Males at birth,EVIDUREV,Years,CHE,Switzerland,2016,2016,81.7,,
EVIEHO00,Males at birth,EVIDUREV,Years,CHE,Switzerland,2017,2017,81.6,,
EVIEHO00,Males at birth,EVIDUREV,Years,CHE,Switzerland,2018,2018,81.9,,
EVIEHO00,Males at birth,EVIDUREV,Years,CHE,Switzerland,2019,2019,82.1,,
EVIEHO00,Males at birth,EVIDUREV,Years,CHE,Switzerland,2020,2020,81.0,,
EVIEHO00,Males at birth,EVIDUREV,Years,CHE,Switzerland,2021,2021,81.8,,
EVIEHO00,Males at birth,EVIDUREV,Years,CHE,Switzerland,2022,2022,81.6,P,Provisional value
EVIEHO40,Males at age 40,EVIDUREV,Years,CHE,Switzerland,2010,2010,41.4,,
EVIEHO40,Males at age 40,EVIDUREV,Years,CHE,Switzerland,2011,2011,41.6,B,Break
EVIEHO40,Males at age 40,EVIDUREV,Years,CHE,Switzerland,2012,2012,41.7,,
EVIEHO40,Males at age 40,EVIDUREV,Years,CHE,Switzerland,2013,2013,41.8,,
EVIEHO40,Males at age 40,EVIDUREV,Years,CHE,Switzerland,2014,2014,42.2,,
EVIEHO40,Males at age 40,EVIDUREV,Years,CHE,Switzerland,2015,2015,42.0,,
EVIEHO40,Males at age 40,EVIDUREV,Years,CHE,Switzerland,2016,2016,42.7,,
EVIEHO40,Males at age 40,EVIDUREV,Years,CHE,Switzerland,2017,2017,42.6,,
EVIEHO40,Males at age 40,EVIDUREV,Years,CHE,Switzerland,2018,2018,42.9,,
EVIEHO40,Males at age 40,EVIDUREV,Years,CHE,Switzerland,2019,2019,43.1,,
EVIEHO40,Males at age 40,EVIDUREV,Years,CHE,Switzerland,2020,2020,42.1,,
EVIEHO40,Males at age 40,EVIDUREV,Years,CHE,Switzerland,2021,2021,42.8,,
EVIEHO60,Males at age 60,EVIDUREV,Years,CHE,Switzerland,2010,2010,23.1,,
EVIEHO60,Males at age 60,EVIDUREV,Years,CHE,Switzerland,2011,2011,23.3,B,Break
EVIEHO60,Males at age 60,EVIDUREV,Years,CHE,Switzerland,2012,2012,23.3,,
EVIEHO60,Males at age 60,EVIDUREV,Years,CHE,Switzerland,2013,2013,23.5,,
EVIEHO60,Males at age 60,EVIDUREV,Years,CHE,Switzerland,2014,2014,23.8,,
EVIEHO60,Males at age 60,EVIDUREV,Years,CHE,Switzerland,2015,2015,23.5,,
EVIEHO60,Males at age 60,EVIDUREV,Years,CHE,Switzerland,2016,2016,24.2,,
EVIEHO60,Males at age 60,EVIDUREV,Years,CHE,Switzerland,2017,2017,24.1,,
EVIEHO60,Males at age 60,EVIDUREV,Years,CHE,Switzerland,2018,2018,24.4,,
EVIEHO60,Males at age 60,EVIDUREV,Years,CHE,Switzerland,2019,2019,24.5,,
EVIEHO60,Males at age 60,EVIDUREV,Years,CHE,Switzerland,2020,2020,23.5,,
EVIEHO60,Males at age 60,EVIDUREV,Years,CHE,Switzerland,2021,2021,24.3,,
EVIEHO65,Males at age 65,EVIDUREV,Years,CHE,Switzerland,2010,2010,19.0,,
EVIEHO65,Males at age 65,EVIDUREV,Years,CHE,Switzerland,2011,2011,19.2,B,Break
EVIEHO65,Males at age 65,EVIDUREV,Years,CHE,Switzerland,2012,2012,19.3,,
EVIEHO65,Males at age 65,EVIDUREV,Years,CHE,Switzerland,2013,2013,19.4,,
EVIEHO65,Males at age 65,EVIDUREV,Years,CHE,Switzerland,2014,2014,19.6,,
EVIEHO65,Males at age 65,EVIDUREV,Years,CHE,Switzerland,2015,2015,19.4,,
EVIEHO65,Males at age 65,EVIDUREV,Years,CHE,Switzerland,2016,2016,20.0,,
EVIEHO65,Males at age 65,EVIDUREV,Years,CHE,Switzerland,2017,2017,20.0,,
EVIEHO65,Males at age 65,EVIDUREV,Years,CHE,Switzerland,2018,2018,20.2,,
EVIEHO65,Males at age 65,EVIDUREV,Years,CHE,Switzerland,2019,2019,20.3,,
EVIEHO65,Males at age 65,EVIDUREV,Years,CHE,Switzerland,2020,2020,19.3,,
EVIEHO65,Males at age 65,EVIDUREV,Years,CHE,Switzerland,2021,2021,20.1,,
EVIEHO80,Males at age 80,EVIDUREV,Years,CHE,Switzerland,2010,2010,8.6,,
EVIEHO80,Males at age 80,EVIDUREV,Years,CHE,Switzerland,2011,2011,8.7,B,Break
EVIEHO80,Males at age 80,EVIDUREV,Years,CHE,Switzerland,2012,2012,8.6,,
EVIEHO80,Males at age 80,EVIDUREV,Years,CHE,Switzerland,2013,2013,8.6,,
EVIEHO80,Males at age 80,EVIDUREV,Years,CHE,Switzerland,2014,2014,8.9,,
EVIEHO80,Males at age 80,EVIDUREV,Years,CHE,Switzerland,2015,2015,8.7,,
EVIEHO80,Males at age 80,EVIDUREV,Years,CHE,Switzerland,2016,2016,9.1,,
EVIEHO80,Males at age 80,EVIDUREV,Years,CHE,Switzerland,2017,2017,9.1,,
EVIEHO80,Males at age 80,EVIDUREV,Years,CHE,Switzerland,2018,2018,9.3,,
EVIEHO80,Males at age 80,EVIDUREV,Years,CHE,Switzerland,2019,2019,9.4,,
EVIEHO80,Males at age 80,EVIDUREV,Years,CHE,Switzerland,2020,2020,8.4,,
EVIEHO80,Males at age 80,EVIDUREV,Years,CHE,Switzerland,2021,2021,9.4,,
EVIETOTA,Total population at birth,EVIDUREV,Years,CHE,Switzerland,2010,2010,82.7,,
EVIETOTA,Total population at birth,EVIDUREV,Years,CHE,Switzerland,2011,2011,82.8,B,Break
EVIETOTA,Total population at birth,EVIDUREV,Years,CHE,Switzerland,2012,2012,82.8,,
EVIETOTA,Total population at birth,EVIDUREV,Years,CHE,Switzerland,2013,2013,82.9,,
EVIETOTA,Total population at birth,EVIDUREV,Years,CHE,Switzerland,2014,2014,83.3,,
EVIETOTA,Total population at birth,EVIDUREV,Years,CHE,Switzerland,2015,2015,83.0,,
EVIETOTA,Total population at birth,EVIDUREV,Years,CHE,Switzerland,2016,2016,83.7,,
EVIETOTA,Total population at birth,EVIDUREV,Years,CHE,Switzerland,2017,2017,83.7,,
EVIETOTA,Total population at birth,EVIDUREV,Years,CHE,Switzerland,2018,2018,83.8,,
EVIETOTA,Total population at birth,EVIDUREV,Years,CHE,Switzerland,2019,2019,84.0,,
EVIETOTA,Total population at birth,EVIDUREV,Years,CHE,Switzerland,2020,2020,83.1,,
EVIETOTA,Total population at birth,EVIDUREV,Years,CHE,Switzerland,2021,2021,83.9,,
EVIETOTA,Total population at birth,EVIDUREV,Years,CHE,Switzerland,2022,2022,83.5,P,Provisional value
EVIEFE00,Females at birth,EVIDUREV,Years,TUR,Türkiye,2010,2010,76.8,,
EVIEFE00,Females at birth,EVIDUREV,Years,TUR,Türkiye,2011,2011,77.1,,
EVIEFE00,Females at birth,EVIDUREV,Years,TUR,Türkiye,2012,2012,77.2,,
EVIEFE00,Females at birth,EVIDUREV,Years,TUR,Türkiye,2013,2013,80.7,B,Break
EVIEFE00,Females at birth,EVIDUREV,Years,TUR,Türkiye,2014,2014,80.7,,
EVIEFE00,Females at birth,EVIDUREV,Years,TUR,Türkiye,2015,2015,80.7,,
EVIEFE00,Females at birth,EVIDUREV,Years,TUR,Türkiye,2016,2016,80.7,,
EVIEFE00,Females at birth,EVIDUREV,Years,TUR,Türkiye,2017,2017,80.8,,
EVIEFE00,Females at birth,EVIDUREV,Years,TUR,Türkiye,2018,2018,81.0,,
EVIEFE00,Females at birth,EVIDUREV,Years,TUR,Türkiye,2019,2019,81.3,,
EVIEFE40,Females at age 40,EVIDUREV,Years,TUR,Türkiye,2010,2010,38.1,,
EVIEFE40,Females at age 40,EVIDUREV,Years,TUR,Türkiye,2011,2011,38.3,,
EVIEFE40,Females at age 40,EVIDUREV,Years,TUR,Türkiye,2012,2012,38.4,,
EVIEFE40,Females at age 40,EVIDUREV,Years,TUR,Türkiye,2013,2013,42.5,B,Break
EVIEFE40,Females at age 40,EVIDUREV,Years,TUR,Türkiye,2014,2014,42.4,,
EVIEFE40,Females at age 40,EVIDUREV,Years,TUR,Türkiye,2015,2015,42.4,,
EVIEFE40,Females at age 40,EVIDUREV,Years,TUR,Türkiye,2016,2016,42.3,,
EVIEFE40,Females at age 40,EVIDUREV,Years,TUR,Türkiye,2017,2017,42.3,,
EVIEFE40,Females at age 40,EVIDUREV,Years,TUR,Türkiye,2018,2018,42.5,,
EVIEFE40,Females at age 40,EVIDUREV,Years,TUR,Türkiye,2019,2019,42.7,,
EVIEFE60,Females at age 60,EVIDUREV,Years,TUR,Türkiye,2010,2010,20.0,,
EVIEFE60,Females at age 60,EVIDUREV,Years,TUR,Türkiye,2011,2011,20.1,,
EVIEFE60,Females at age 60,EVIDUREV,Years,TUR,Türkiye,2012,2012,20.2,,
EVIEFE60,Females at age 60,EVIDUREV,Years,TUR,Türkiye,2013,2013,23.8,B,Break
EVIEFE60,Females at age 60,EVIDUREV,Years,TUR,Türkiye,2014,2014,23.7,,
EVIEFE60,Females at age 60,EVIDUREV,Years,TUR,Türkiye,2015,2015,23.7,,
EVIEFE60,Females at age 60,EVIDUREV,Years,TUR,Türkiye,2016,2016,23.6,,
EVIEFE60,Females at age 60,EVIDUREV,Years,TUR,Türkiye,2017,2017,23.5,,
EVIEFE60,Females at age 60,EVIDUREV,Years,TUR,Türkiye,2018,2018,23.7,,
EVIEFE60,Females at age 60,EVIDUREV,Years,TUR,Türkiye,2019,2019,23.9,,
EVIEFE65,Females at age 65,EVIDUREV,Years,TUR,Türkiye,2010,2010,16.0,,
EVIEFE65,Females at age 65,EVIDUREV,Years,TUR,Türkiye,2011,2011,16.1,,
EVIEFE65,Females at age 65,EVIDUREV,Years,TUR,Türkiye,2012,2012,16.1,,
EVIEFE65,Females at age 65,EVIDUREV,Years,TUR,Türkiye,2013,2013,19.5,B,Break
EVIEFE65,Females at age 65,EVIDUREV,Years,TUR,Türkiye,2014,2014,19.4,,
EVIEFE65,Females at age 65,EVIDUREV,Years,TUR,Türkiye,2015,2015,19.4,,
EVIEFE65,Females at age 65,EVIDUREV,Years,TUR,Türkiye,2016,2016,19.3,,
EVIEFE65,Females at age 65,EVIDUREV,Years,TUR,Türkiye,2017,2017,19.2,,
EVIEFE65,Females at age 65,EVIDUREV,Years,TUR,Türkiye,2018,2018,19.4,,
EVIEFE65,Females at age 65,EVIDUREV,Years,TUR,Türkiye,2019,2019,19.6,,
EVIEFE80,Females at age 80,EVIDUREV,Years,TUR,Türkiye,2010,2010,6.7,,
EVIEFE80,Females at age 80,EVIDUREV,Years,TUR,Türkiye,2011,2011,6.7,,
EVIEFE80,Females at age 80,EVIDUREV,Years,TUR,Türkiye,2012,2012,6.8,,
EVIEFE80,Females at age 80,EVIDUREV,Years,TUR,Türkiye,2013,2013,9.0,B,Break
EVIEFE80,Females at age 80,EVIDUREV,Years,TUR,Türkiye,2014,2014,8.9,,
EVIEFE80,Females at age 80,EVIDUREV,Years,TUR,Türkiye,2015,2015,8.8,,
EVIEFE80,Females at age 80,EVIDUREV,Years,TUR,Türkiye,2016,2016,8.7,,
EVIEFE80,Females at age 80,EVIDUREV,Years,TUR,Türkiye,2017,2017,8.6,,
EVIEFE80,Females at age 80,EVIDUREV,Years,TUR,Türkiye,2018,2018,8.7,,
EVIEFE80,Females at age 80,EVIDUREV,Years,TUR,Türkiye,2019,2019,8.8,,
EVIEHO00,Males at birth,EVIDUREV,Years,TUR,Türkiye,2010,2010,71.8,,
EVIEHO00,Males at birth,EVIDUREV,Years,TUR,Türkiye,2011,2011,72.0,,
EVIEHO00,Males at birth,EVIDUREV,Years,TUR,Türkiye,2012,2012,72.0,,
EVIEHO00,Males at birth,EVIDUREV,Years,TUR,Türkiye,2013,2013,75.3,B,Break
EVIEHO00,Males at birth,EVIDUREV,Years,TUR,Türkiye,2014,2014,75.3,,
EVIEHO00,Males at birth,EVIDUREV,Years,TUR,Türkiye,2015,2015,75.3,,
EVIEHO00,Males at birth,EVIDUREV,Years,TUR,Türkiye,2016,2016,75.3,,
EVIEHO00,Males at birth,EVIDUREV,Years,TUR,Türkiye,2017,2017,75.3,,
EVIEHO00,Males at birth,EVIDUREV,Years,TUR,Türkiye,2018,2018,75.6,,
EVIEHO00,Males at birth,EVIDUREV,Years,TUR,Türkiye,2019,2019,75.9,,
EVIEHO40,Males at age 40,EVIDUREV,Years,TUR,Türkiye,2010,2010,34.8,,
EVIEHO40,Males at age 40,EVIDUREV,Years,TUR,Türkiye,2011,2011,34.8,,
EVIEHO40,Males at age 40,EVIDUREV,Years,TUR,Türkiye,2012,2012,34.9,,
EVIEHO40,Males at age 40,EVIDUREV,Years,TUR,Türkiye,2013,2013,37.5,B,Break
EVIEHO40,Males at age 40,EVIDUREV,Years,TUR,Türkiye,2014,2014,37.6,,
EVIEHO40,Males at age 40,EVIDUREV,Years,TUR,Türkiye,2015,2015,37.5,,
EVIEHO40,Males at age 40,EVIDUREV,Years,TUR,Türkiye,2016,2016,37.5,,
EVIEHO40,Males at age 40,EVIDUREV,Years,TUR,Türkiye,2017,2017,37.5,,
EVIEHO40,Males at age 40,EVIDUREV,Years,TUR,Türkiye,2018,2018,37.7,,
EVIEHO40,Males at age 40,EVIDUREV,Years,TUR,Türkiye,2019,2019,37.9,,
EVIEHO60,Males at age 60,EVIDUREV,Years,TUR,Türkiye,2010,2010,17.6,,
EVIEHO60,Males at age 60,EVIDUREV,Years,TUR,Türkiye,2011,2011,17.6,,
EVIEHO60,Males at age 60,EVIDUREV,Years,TUR,Türkiye,2012,2012,17.7,,
EVIEHO60,Males at age 60,EVIDUREV,Years,TUR,Türkiye,2013,2013,19.9,B,Break
EVIEHO60,Males at age 60,EVIDUREV,Years,TUR,Türkiye,2014,2014,19.9,,
EVIEHO60,Males at age 60,EVIDUREV,Years,TUR,Türkiye,2015,2015,19.9,,
EVIEHO60,Males at age 60,EVIDUREV,Years,TUR,Türkiye,2016,2016,19.8,,
EVIEHO60,Males at age 60,EVIDUREV,Years,TUR,Türkiye,2017,2017,19.7,,
EVIEHO60,Males at age 60,EVIDUREV,Years,TUR,Türkiye,2018,2018,19.9,,
EVIEHO60,Males at age 60,EVIDUREV,Years,TUR,Türkiye,2019,2019,20.1,,
EVIEHO65,Males at age 65,EVIDUREV,Years,TUR,Türkiye,2010,2010,14.0,,
EVIEHO65,Males at age 65,EVIDUREV,Years,TUR,Türkiye,2011,2011,14.1,,
EVIEHO65,Males at age 65,EVIDUREV,Years,TUR,Türkiye,2012,2012,14.1,,
EVIEHO65,Males at age 65,EVIDUREV,Years,TUR,Türkiye,2013,2013,16.2,B,Break
EVIEHO65,Males at age 65,EVIDUREV,Years,TUR,Türkiye,2014,2014,16.2,,
EVIEHO65,Males at age 65,EVIDUREV,Years,TUR,Türkiye,2015,2015,16.1,,
EVIEHO65,Males at age 65,EVIDUREV,Years,TUR,Türkiye,2016,2016,16.1,,
EVIEHO65,Males at age 65,EVIDUREV,Years,TUR,Türkiye,2017,2017,16.0,,
EVIEHO65,Males at age 65,EVIDUREV,Years,TUR,Türkiye,2018,2018,16.2,,
EVIEHO65,Males at age 65,EVIDUREV,Years,TUR,Türkiye,2019,2019,16.3,,
EVIEHO80,Males at age 80,EVIDUREV,Years,TUR,Türkiye,2010,2010,6.2,,
EVIEHO80,Males at age 80,EVIDUREV,Years,TUR,Türkiye,2011,2011,6.2,,
EVIEHO80,Males at age 80,EVIDUREV,Years,TUR,Türkiye,2012,2012,6.2,,
EVIEHO80,Males at age 80,EVIDUREV,Years,TUR,Türkiye,2013,2013,7.4,B,Break
EVIEHO80,Males at age 80,EVIDUREV,Years,TUR,Türkiye,2014,2014,7.4,,
EVIEHO80,Males at age 80,EVIDUREV,Years,TUR,Türkiye,2015,2015,7.3,,
EVIEHO80,Males at age 80,EVIDUREV,Years,TUR,Türkiye,2016,2016,7.2,,
EVIEHO80,Males at age 80,EVIDUREV,Years,TUR,Türkiye,2017,2017,7.1,,
EVIEHO80,Males at age 80,EVIDUREV,Years,TUR,Türkiye,2018,2018,7.3,,
EVIEHO80,Males at age 80,EVIDUREV,Years,TUR,Türkiye,2019,2019,7.3,,
EVIETOTA,Total population at birth,EVIDUREV,Years,TUR,Türkiye,2010,2010,74.3,,
EVIETOTA,Total population at birth,EVIDUREV,Years,TUR,Türkiye,2011,2011,74.6,,
EVIETOTA,Total population at birth,EVIDUREV,Years,TUR,Türkiye,2012,2012,74.6,,
EVIETOTA,Total population at birth,EVIDUREV,Years,TUR,Türkiye,2013,2013,78.0,B,Break
EVIETOTA,Total population at birth,EVIDUREV,Years,TUR,Türkiye,2014,2014,78.0,,
EVIETOTA,Total population at birth,EVIDUREV,Years,TUR,Türkiye,2015,2015,78.0,,
EVIETOTA,Total population at birth,EVIDUREV,Years,TUR,Türkiye,2016,2016,78.0,,
EVIETOTA,Total population at birth,EVIDUREV,Years,TUR,Türkiye,2017,2017,78.1,,
EVIETOTA,Total population at birth,EVIDUREV,Years,TUR,Türkiye,2018,2018,78.3,,
EVIETOTA,Total population at birth,EVIDUREV,Years,TUR,Türkiye,2019,2019,78.6,,
EVIEFE00,Females at birth,EVIDUREV,Years,GBR,United Kingdom,2010,2010,82.3,,
EVIEFE00,Females at birth,EVIDUREV,Years,GBR,United Kingdom,2011,2011,82.7,,
EVIEFE00,Females at birth,EVIDUREV,Years,GBR,United Kingdom,2012,2012,82.7,,
EVIEFE00,Females at birth,EVIDUREV,Years,GBR,United Kingdom,2013,2013,82.8,,
EVIEFE00,Females at birth,EVIDUREV,Years,GBR,United Kingdom,2014,2014,83.0,,
EVIEFE00,Females at birth,EVIDUREV,Years,GBR,United Kingdom,2015,2015,82.7,,
EVIEFE00,Females at birth,EVIDUREV,Years,GBR,United Kingdom,2016,2016,82.9,,
EVIEFE00,Females at birth,EVIDUREV,Years,GBR,United Kingdom,2017,2017,83.0,,
EVIEFE00,Females at birth,EVIDUREV,Years,GBR,United Kingdom,2018,2018,82.9,,
EVIEFE00,Females at birth,EVIDUREV,Years,GBR,United Kingdom,2019,2019,83.3,,
EVIEFE00,Females at birth,EVIDUREV,Years,GBR,United Kingdom,2020,2020,82.4,,
EVIEFE40,Females at age 40,EVIDUREV,Years,GBR,United Kingdom,2010,2010,43.3,,
EVIEFE40,Females at age 40,EVIDUREV,Years,GBR,United Kingdom,2011,2011,43.6,,
EVIEFE40,Females at age 40,EVIDUREV,Years,GBR,United Kingdom,2012,2012,43.5,,
EVIEFE40,Females at age 40,EVIDUREV,Years,GBR,United Kingdom,2013,2013,43.6,,
EVIEFE40,Females at age 40,EVIDUREV,Years,GBR,United Kingdom,2014,2014,43.9,,
EVIEFE40,Females at age 40,EVIDUREV,Years,GBR,United Kingdom,2015,2015,43.6,,
EVIEFE40,Females at age 40,EVIDUREV,Years,GBR,United Kingdom,2016,2016,43.8,,
EVIEFE40,Females at age 40,EVIDUREV,Years,GBR,United Kingdom,2017,2017,43.8,,
EVIEFE40,Females at age 40,EVIDUREV,Years,GBR,United Kingdom,2018,2018,43.8,,
EVIEFE40,Females at age 40,EVIDUREV,Years,GBR,United Kingdom,2019,2019,44.2,,
EVIEFE40,Females at age 40,EVIDUREV,Years,GBR,United Kingdom,2020,2020,43.3,,
EVIEFE60,Females at age 60,EVIDUREV,Years,GBR,United Kingdom,2010,2010,24.9,,
EVIEFE60,Females at age 60,EVIDUREV,Years,GBR,United Kingdom,2011,2011,25.1,,
EVIEFE60,Females at age 60,EVIDUREV,Years,GBR,United Kingdom,2012,2012,25.0,,
EVIEFE60,Females at age 60,EVIDUREV,Years,GBR,United Kingdom,2013,2013,25.1,,
EVIEFE60,Females at age 60,EVIDUREV,Years,GBR,United Kingdom,2014,2014,25.4,,
EVIEFE60,Females at age 60,EVIDUREV,Years,GBR,United Kingdom,2015,2015,25.0,,
EVIEFE60,Females at age 60,EVIDUREV,Years,GBR,United Kingdom,2016,2016,25.3,,
EVIEFE60,Females at age 60,EVIDUREV,Years,GBR,United Kingdom,2017,2017,25.3,,
EVIEFE60,Females at age 60,EVIDUREV,Years,GBR,United Kingdom,2018,2018,25.3,,
EVIEFE60,Females at age 60,EVIDUREV,Years,GBR,United Kingdom,2019,2019,25.6,,
EVIEFE60,Females at age 60,EVIDUREV,Years,GBR,United Kingdom,2020,2020,24.8,,
EVIEFE65,Females at age 65,EVIDUREV,Years,GBR,United Kingdom,2010,2010,20.6,,
EVIEFE65,Females at age 65,EVIDUREV,Years,GBR,United Kingdom,2011,2011,20.9,,
EVIEFE65,Females at age 65,EVIDUREV,Years,GBR,United Kingdom,2012,2012,20.7,,
EVIEFE65,Females at age 65,EVIDUREV,Years,GBR,United Kingdom,2013,2013,20.8,,
EVIEFE65,Females at age 65,EVIDUREV,Years,GBR,United Kingdom,2014,2014,21.1,,
EVIEFE65,Females at age 65,EVIDUREV,Years,GBR,United Kingdom,2015,2015,20.8,,
EVIEFE65,Females at age 65,EVIDUREV,Years,GBR,United Kingdom,2016,2016,21.0,,
EVIEFE65,Females at age 65,EVIDUREV,Years,GBR,United Kingdom,2017,2017,21.0,,
EVIEFE65,Females at age 65,EVIDUREV,Years,GBR,United Kingdom,2018,2018,21.0,,
EVIEFE65,Females at age 65,EVIDUREV,Years,GBR,United Kingdom,2019,2019,21.4,,
EVIEFE65,Females at age 65,EVIDUREV,Years,GBR,United Kingdom,2020,2020,20.6,,
EVIEFE80,Females at age 80,EVIDUREV,Years,GBR,United Kingdom,2010,2010,9.5,,
EVIEFE80,Females at age 80,EVIDUREV,Years,GBR,United Kingdom,2011,2011,9.7,,
EVIEFE80,Females at age 80,EVIDUREV,Years,GBR,United Kingdom,2012,2012,9.5,,
EVIEFE80,Females at age 80,EVIDUREV,Years,GBR,United Kingdom,2013,2013,9.5,,
EVIEFE80,Females at age 80,EVIDUREV,Years,GBR,United Kingdom,2014,2014,9.8,,
EVIEFE80,Females at age 80,EVIDUREV,Years,GBR,United Kingdom,2015,2015,9.4,,
EVIEFE80,Females at age 80,EVIDUREV,Years,GBR,United Kingdom,2016,2016,9.7,,
EVIEFE80,Females at age 80,EVIDUREV,Years,GBR,United Kingdom,2017,2017,9.7,,
EVIEFE80,Females at age 80,EVIDUREV,Years,GBR,United Kingdom,2018,2018,9.7,,
EVIEFE80,Females at age 80,EVIDUREV,Years,GBR,United Kingdom,2019,2019,10.0,,
EVIEFE80,Females at age 80,EVIDUREV,Years,GBR,United Kingdom,2020,2020,9.3,,
EVIEHO00,Males at birth,EVIDUREV,Years,GBR,United Kingdom,2010,2010,78.4,,
EVIEHO00,Males at birth,EVIDUREV,Years,GBR,United Kingdom,2011,2011,78.8,,
EVIEHO00,Males at birth,EVIDUREV,Years,GBR,United Kingdom,2012,2012,79.0,,
EVIEHO00,Males at birth,EVIDUREV,Years,GBR,United Kingdom,2013,2013,79.0,,
EVIEHO00,Males at birth,EVIDUREV,Years,GBR,United Kingdom,2014,2014,79.3,,
EVIEHO00,Males at birth,EVIDUREV,Years,GBR,United Kingdom,2015,2015,79.0,,
EVIEHO00,Males at birth,EVIDUREV,Years,GBR,United Kingdom,2016,2016,79.2,,
EVIEHO00,Males at birth,EVIDUREV,Years,GBR,United Kingdom,2017,2017,79.3,,
EVIEHO00,Males at birth,EVIDUREV,Years,GBR,United Kingdom,2018,2018,79.2,,
EVIEHO00,Males at birth,EVIDUREV,Years,GBR,United Kingdom,2019,2019,79.6,,
EVIEHO00,Males at birth,EVIDUREV,Years,GBR,United Kingdom,2020,2020,78.4,,
EVIEHO40,Males at age 40,EVIDUREV,Years,GBR,United Kingdom,2010,2010,39.8,,
EVIEHO40,Males at age 40,EVIDUREV,Years,GBR,United Kingdom,2011,2011,40.2,,
EVIEHO40,Males at age 40,EVIDUREV,Years,GBR,United Kingdom,2012,2012,40.3,,
EVIEHO40,Males at age 40,EVIDUREV,Years,GBR,United Kingdom,2013,2013,40.3,,
EVIEHO40,Males at age 40,EVIDUREV,Years,GBR,United Kingdom,2014,2014,40.6,,
EVIEHO40,Males at age 40,EVIDUREV,Years,GBR,United Kingdom,2015,2015,40.4,,
EVIEHO40,Males at age 40,EVIDUREV,Years,GBR,United Kingdom,2016,2016,40.5,,
EVIEHO40,Males at age 40,EVIDUREV,Years,GBR,United Kingdom,2017,2017,40.6,,
EVIEHO40,Males at age 40,EVIDUREV,Years,GBR,United Kingdom,2018,2018,40.6,,
EVIEHO40,Males at age 40,EVIDUREV,Years,GBR,United Kingdom,2019,2019,40.9,,
EVIEHO40,Males at age 40,EVIDUREV,Years,GBR,United Kingdom,2020,2020,39.7,,
EVIEHO60,Males at age 60,EVIDUREV,Years,GBR,United Kingdom,2010,2010,22.0,,
EVIEHO60,Males at age 60,EVIDUREV,Years,GBR,United Kingdom,2011,2011,22.3,,
EVIEHO60,Males at age 60,EVIDUREV,Years,GBR,United Kingdom,2012,2012,22.3,,
EVIEHO60,Males at age 60,EVIDUREV,Years,GBR,United Kingdom,2013,2013,22.4,,
EVIEHO60,Males at age 60,EVIDUREV,Years,GBR,United Kingdom,2014,2014,22.6,,
EVIEHO60,Males at age 60,EVIDUREV,Years,GBR,United Kingdom,2015,2015,22.4,,
EVIEHO60,Males at age 60,EVIDUREV,Years,GBR,United Kingdom,2016,2016,22.6,,
